ProductUPC,Price
942657155013,7.84988
978073475128,7.04854
683899550213,2.53371
370483129521,1.34986
704729452954,0.605345
589200998275,0.608958
145775653396,12.01
301678221929,0.92072
505838160274,1.46966
729255273286,2.3572
255425483679,0.62808
434796144051,0.79268
478759625238,2.45248
843164809303,1.3613
